interview_number,interview_date,interview_time,respondent_gender,respondent_age,respondent_class,respondent_home,number_alters,alter1_gender,alter1_age,alter1_class,alter1_home,alter1_howclose,alter1_howoften,alter2_gender,alter2_age,alter2_class,alter2_home,alter2_howclose,alter2_howoften,alter3_gender,alter3_age,alter3_class,alter3_home,alter3_howclose,alter3_howoften,alter4_gender,alter4_age,alter4_class,alter4_home,alter4_howclose,alter4_howoften,alter5_gender,alter5_age,alter5_class,alter5_home,alter5_howclose,alter5_howoften
1,1/24/2019,10:30:00,Female,19,Junior,LA Area,4,Male,21,Junior,LA Area,Close friend,More than once a week,Male,19,Junior,Bay Area,Close friend,More than once a week,Female,20,Junior,LA Area,Close friend,Once a week,Female,50,Other,LA Area,Close friend,Once a week,NA,NA,NA,NA,NA,NA
2,1/28/2019,11:01:00,Male,19,Sophomore,Bay Area,4,Female,25,Other,Bay Area,Close friend,Once a week,Female,52,Other,Rest of World,Close friend,Once a week,Male,18,Sophomore,Rest of California,Friend,Once a month,Male,19,Sophomore,Bay Area,Friend,Once a year,NA,NA,NA,NA,NA,NA
1,1/24/2019,10:33:00,Male,21,Senior,Bay Area,5,Male,25,Other,Bay Area,Friend,More than once a week,Male,49,Other,Bay Area,Close friend,More than once a week,Male,24,Other,LA Area,Friend,More than once a week,Male,23,Other,Bay Area,Friend,More than once a week,Male,27,Other,Bay Area,Friend,More than once a week
2,1/27/2019,16:15:00,Female,22,Senior,Rest of California,5,Female,21,Senior,LA Area,Close friend,More than once a week,Female,26,Other,LA Area,Close friend,More than once a week,Female,21,Senior,Rest of World,Friend,Once a week,Female,23,Other,Bay Area,Friend,Once a week,Female,28,Other,Rest of California,Close friend,More than once a week
2,1/27/2019,20:32:00,Male,20,Junior,Bay Area,5,Male,22,Other,Bay Area,Close friend,More than once a week,Female,21,Senior,Rest of World,Close friend,More than once a week,Male,21,Senior,LA Area,Close friend,More than once a week,Female,22,Other,Bay Area,Friend,Once a week,Male,24,Other,Bay Area,Friend,Once a week
1,1/23/2019,10:41:00,Male,21,Junior,Rest of World,5,Male,20,Junior,Rest of United States,Friend,Once a week,Female,21,Senior,Rest of World,Close friend,More than once a week,Male,20,Junior,LA Area,Friend,Once a week,Male,23,Other,Rest of World,Close friend,Once a month,Female,75,Other,Rest of World,Close friend,Once a month
2,1/24/2019,16:41:00,Female,21,Senior,LA Area,5,Female,21,Senior,Bay Area,Close friend,More than once a week,Male,24,Other,LA Area,Close friend,More than once a week,Female,55,Other,LA Area,Close friend,More than once a week,Male,30,Other,Bay Area,Acquaintance,Once a month,Female,21,Junior,Bay Area,Close friend,Once a week
3,1/28/2019,18:25:00,Male,21,Senior,Bay Area,1,Female,21,Senior,Bay Area,Close friend,More than once a week,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1/29/2019,11:05:00,Female,30,Other,Rest of World,5,Male,30,Other,Bay Area,Close friend,More than once a week,Female,25,Other,Rest of World,Close friend,Once a week,Female,60,Other,Rest of World,Close friend,Once a week,Female,29,Other,Bay Area,Friend,Once a week,Male,62,Other,Rest of World,Close friend,Once a week
2,1/29/2019,13:13:00,Male,21,Senior,LA Area,5,Female,21,Senior,Rest of California,Close friend,More than once a week,Male,21,Senior,LA Area,Close friend,More than once a week,Female,45,Other,Rest of World,Close friend,Once a week,Male,50,Other,Rest of World,Close friend,Once a week,Male,22,Other,LA Area,Close friend,Once a month
3,1/29/2019,13:24:00,Female,21,Senior,Rest of California,5,Female,51,Other,Rest of World,Close friend,Once a month,Male,58,Other,Rest of World,Close friend,Once a month,Female,22,Other,Rest of California,Close friend,More than once a week,Female,21,Senior,Rest of California,Close friend,More than once a week,Female,21,Senior,Rest of California,Close friend,More than once a week
1,1/29/2019,08:00:00,Male,24,Senior,Bay Area,5,Female,55,Other,Bay Area,Close friend,Once a week,Female,25,Junior,Bay Area,Friend,Once a week,Male,24,Other,Bay Area,Close friend,Once a month,Male,21,Junior,Rest of United States,Friend,Once a month,Male,25,Other,Rest of United States,Friend,Once a month
2,1/29/2019,08:00:00,Male,21,Senior,Rest of California,5,Male,51,Other,Rest of World,Close friend,Once a week,Female,49,Other,Rest of World,Close friend,Once a week,Female,22,Senior,Rest of California,Close friend,More than once a week,Female,20,Senior,LA Area,Friend,Once a week,Female,18,Sophomore,Rest of California,Friend,Once a week
3,1/29/2019,08:05:00,Male,21,Senior,LA Area,5,Female,25,Other,Bay Area,Close friend,More than once a week,Female,30,Senior,LA Area,Close friend,Once a month,Female,22,Senior,Bay Area,Close friend,Once a month,Male,28,Other,LA Area,Close friend,Once a week,Male,39,Other,Rest of United States,Friend,Once a week
1,1/24/2019,10:40:00,Male,21,Senior,Rest of California,5,Male,20,Senior,LA Area,Friend,Once a month,Male,21,Senior,LA Area,Friend,More than once a week,Female,53,Other,Rest of California,Friend,Once a year,Male,22,Senior,Rest of California,Close friend,Once a year,Male,21,Senior,Rest of California,Friend,Rarely
2,1/28/2019,18:10:00,Female,21,Senior,Rest of California,5,Male,25,Other,Bay Area,Close friend,Once a month,Male,21,Senior,LA Area,Close friend,More than once a week,Female,21,Senior,Rest of California,Close friend,Once a week,Female,21,Senior,LA Area,Close friend,Once a week,Female,21,Other,Bay Area,Close friend,Once a month
3,1/29/2019,14:05:00,Female,20,Junior,Rest of World,5,Male,20,Junior,Rest of World,Close friend,More than once a week,Male,22,Sophomore,Rest of World,Close friend,More than once a week,Male,21,Junior,Rest of World,Friend,Once a week,Female,19,Junior,Rest of World,Friend,More than once a week,Male,20,Junior,Rest of World,Close friend,Once a week
